policy_id,state_of_domicile,operating_pattern,vehicle_type,gvw_lbs,heavy_vehicle_flag,vehicle_age_years,adas_equipped_flag,driver_tenure_days,driver_age,mvr_violations_3yr,prior_at_fault_claims,fleet_safety_program_flag,policy_term_months,fleet_size,cargo_type,cargo_value_usd,region_weather_risk,total_miles,total_trips,harsh_braking_events,harsh_acceleration_events,speeding_events,phone_distraction_events,tailgating_events,night_driving_pct,max_continuous_driving_hrs,aggression_index_per100mi,speeding_rate_per100mi,fatigue_exposure_density,distraction_rate_per_trip,behavioral_volatility_index,speed_x_night_severity_multiplier,fatigue_x_longhaul_score,new_driver_heavy_vehicle_multiplier,behavioral_drift_signal,operational_exposure_risk_index,vehicle_years,earned_exposure,bi_limit_usd,collision_deductible_usd,coverage_type,had_claim_flag,num_claims_12mo,catastrophic_loss_flag,incurred_loss_12mo_usd,uw_risk_tier,claim_frequency,loss_per_vehicle_year,pure_premium
POL009684,PA,long_haul,box_truck,31425,1,4.4,0,367,50,1,0,1,12,6,refrigerated,72499,high,130785,3211,826,630,4744,333.0,289.0,38.6,10.3,1.52,2.15,7.14,0.1037,5.0,0.12,5.0,1.084,-0.388,0.2943,1.0,1.0,50345,500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009685,NY,urban,box_truck,22258,0,5.2,0,134,59,0,1,1,12,8,dry_van,79581,high,33362,651,162,121,1132,84.0,70.0,12.9,7.3,2.1,3.42,5.45,0.129,5.0,0.082,1.694,0.022,-0.536,0.2421,0.9532,0.9532,313919,1000,collision,1,1,0,2738,Standard,1.049098,2872.43,2872.43
POL009686,FL,mixed,pickup,7185,0,6.9,0,1175,48,2,0,1,12,10,dry_van,90456,high,74675,1132,223,283,2454,132.0,97.0,11.9,4.5,1.8,2.84,3.17,0.1166,5.0,0.075,0.927,0.0,-1.324,0.1716,1.0,1.0,307976,1000,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL009687,TX,highway,semi_truck,69046,1,2.8,0,494,26,2,0,1,12,16,general,88224,moderate,34491,1156,379,264,1258,154.0,131.0,33.3,6.7,2.36,3.28,4.65,0.1332,5.0,0.246,1.186,1.345,-1.282,0.2501,0.3449,0.3449,301335,2500,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL009688,TX,highway,straight_truck,37190,1,4.1,0,1509,34,0,0,1,12,2,dry_van,31700,moderate,18606,386,91,71,590,52.0,32.0,24.3,5.3,2.12,3.95,3.68,0.1347,5.0,0.103,1.012,0.076,-0.643,0.1998,0.3101,0.3101,997994,250,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009689,FL,mixed,box_truck,26404,1,3.6,0,3172,52,1,1,1,3,12,dry_van,73977,high,18830,407,120,50,623,41.0,45.0,36.7,1.0,1.72,5.48,0.49,0.1007,5.0,0.139,0.096,0.046,-1.069,0.1897,0.25,0.25,1038594,500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL009690,OH,highway,semi_truck,69977,1,17.9,0,188,38,0,1,0,12,1,dry_van,15722,severe,53696,936,346,242,2030,104.0,97.0,22.4,4.1,1.63,4.19,3.29,0.1111,5.0,0.117,0.88,4.464,-0.476,0.2287,0.537,0.537,97660,500,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL009691,AZ,urban,straight_truck,30765,1,0.0,1,1184,41,0,0,1,12,4,oversized,152047,low,104248,1349,343,224,3012,138.0,109.0,27.4,4.5,0.73,1.63,3.23,0.1023,5.0,0.009,0.946,0.0,-0.317,0.2277,1.0,1.0,981916,500,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL009692,FL,urban,box_truck,21404,0,3.1,1,2993,37,1,0,1,12,8,dry_van,53398,high,15308,217,52,62,448,14.0,23.0,2.0,4.2,1.11,1.7,3.3,0.0645,5.0,0.063,1.065,0.019,0.198,0.1821,0.4374,0.4374,498375,250,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL009693,FL,urban,semi_truck,72282,1,0.9,1,1068,50,0,1,1,12,15,hazmat,127872,high,19353,297,79,72,626,33.0,37.0,41.1,6.4,1.72,2.54,4.77,0.1111,5.0,0.106,1.279,0.011,-0.631,0.2145,0.1935,0.1935,303552,5000,combined,1,1,0,25797,Standard,5.167959,133317.83,133317.83
POL009694,OH,highway,semi_truck,71058,1,0.7,1,155,47,2,3,1,6,7,oversized,155194,severe,12396,243,49,37,525,47.0,17.0,25.4,5.7,0.92,3.34,4.34,0.1934,5.0,0.148,1.313,4.463,-0.603,0.2454,0.124,0.124,489246,250,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL009695,FL,mixed,van,9632,0,3.0,0,1858,35,0,1,1,12,8,general,27576,high,43418,626,167,147,1423,67.0,43.0,23.0,6.5,1.07,3.9,4.95,0.107,5.0,0.146,1.626,0.027,-0.123,0.2467,1.0,1.0,977186,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL009696,NY,urban,box_truck,24202,0,5.4,0,1250,50,0,0,1,12,5,refrigerated,62683,high,59798,840,250,171,1852,72.0,73.0,20.7,3.1,1.41,3.06,2.21,0.0857,5.0,0.067,0.59,0.0,-0.339,0.1839,1.0,1.0,1027933,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009697,TX,mixed,semi_truck,69562,1,3.7,0,428,51,4,1,0,12,3,refrigerated,46807,moderate,31331,749,270,269,1433,117.0,95.0,4.0,6.2,3.01,5.37,4.37,0.1562,5.0,0.141,1.228,1.087,-0.152,0.2181,0.3133,0.3133,507120,2500,combined,1,5,0,1637,Standard,15.959145,5225.02,5225.02
POL009698,GA,mixed,van,10873,0,0.0,0,675,48,4,0,0,6,1,general,35838,moderate,19921,374,108,107,920,57.0,41.0,16.7,6.0,2.73,4.05,3.98,0.1524,5.0,0.144,1.22,0.015,0.387,0.2319,0.5,0.5,95250,500,combined,1,1,0,5779,Standard,2.0,11558.0,11558.0
POL009699,NY,urban,straight_truck,35946,1,3.8,1,995,44,1,0,1,3,9,livestock,78385,high,71538,2274,541,496,2192,277.0,159.0,5.1,4.9,2.22,3.07,3.46,0.1218,5.0,0.078,1.177,0.0,-0.265,0.2165,0.25,0.25,310311,250,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL009700,PA,mixed,box_truck,22464,0,1.4,0,71,75,1,0,1,12,2,refrigerated,67810,high,46936,1672,459,339,1544,175.0,129.0,13.0,5.1,2.5,1.4,4.22,0.1047,5.0,0.031,1.156,0.0,-0.075,0.2156,1.0,1.0,99917,250,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL009701,PA,mixed,box_truck,24099,0,2.0,0,2069,28,1,1,1,6,10,dry_van,122187,high,40677,554,160,109,1384,65.0,59.0,23.0,3.6,0.87,2.35,2.41,0.1173,5.0,0.118,0.886,0.131,-0.025,0.1901,0.5,0.5,293227,500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL009702,TX,highway,box_truck,21830,0,1.4,1,3432,39,1,1,0,12,6,general,30195,moderate,24792,407,151,120,956,49.0,44.0,34.1,6.6,2.77,3.74,4.64,0.1204,5.0,0.164,1.579,0.029,0.012,0.2646,0.7083,0.7083,510777,2500,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009703,GA,highway,box_truck,26603,1,9.5,0,233,42,1,1,0,12,5,refrigerated,99966,moderate,40627,1117,357,300,1660,164.0,104.0,8.9,4.1,3.69,4.22,3.26,0.1468,5.0,0.112,1.056,5.0,0.553,0.1886,1.0,1.0,507112,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009704,PA,mixed,semi_truck,72653,1,1.5,1,898,54,0,0,1,12,4,hazmat,77463,high,24288,477,121,81,655,47.0,36.0,0.8,6.7,2.47,5.42,4.9,0.0985,5.0,0.076,1.424,0.0,0.017,0.1983,0.2429,0.2429,95225,500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL009705,TX,long_haul,box_truck,25163,0,3.7,0,463,38,1,0,1,12,5,refrigerated,68026,moderate,32560,538,132,129,1006,67.0,38.0,30.8,8.0,1.46,4.02,5.66,0.1245,5.0,0.158,5.0,0.028,-1.005,0.2756,0.9303,0.9303,103015,2500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009706,CA,highway,straight_truck,31011,1,2.3,1,44,54,4,1,0,12,2,hazmat,67878,low,14615,301,118,82,605,40.0,27.0,28.5,5.2,2.43,4.07,3.51,0.1329,5.0,0.2,0.975,5.0,0.533,0.2179,0.2436,0.2436,2092196,2500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL009707,CA,highway,box_truck,24994,0,4.2,0,2510,37,0,0,1,12,50,general,89638,low,74583,1634,424,334,2208,160.0,135.0,16.5,5.1,1.85,2.51,3.6,0.0979,5.0,0.177,1.125,0.019,-0.561,0.2013,1.0,1.0,103536,2500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009708,FL,highway,semi_truck,76918,1,7.7,0,116,47,1,0,0,6,27,hazmat,325787,high,36104,613,173,156,1374,63.0,50.0,41.9,3.8,1.71,4.71,2.64,0.1028,5.0,0.255,0.808,5.0,-0.134,0.2141,0.361,0.361,488260,5000,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL009709,FL,urban,straight_truck,36575,1,7.4,1,132,50,3,1,1,12,7,livestock,63853,high,51881,964,369,258,1912,113.0,100.0,19.5,4.0,3.15,3.05,2.46,0.1172,5.0,0.034,0.649,5.0,-0.277,0.1821,0.8647,0.8647,957194,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009710,NY,mixed,pickup,8192,0,6.9,0,1421,36,2,0,1,12,1,general,22896,high,96764,1919,544,390,3397,217.0,152.0,37.3,6.4,1.82,4.53,4.78,0.1131,5.0,0.184,1.309,0.081,-0.15,0.298,1.0,1.0,1993137,1000,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009711,TX,highway,semi_truck,70960,1,1.4,0,14,50,1,0,1,3,7,general,45441,moderate,29144,782,214,169,987,60.0,94.0,0.6,3.4,2.75,3.63,2.65,0.0767,5.0,0.072,0.65,5.0,0.152,0.1587,0.25,0.25,505393,500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL009712,OH,urban,pickup,5961,0,11.6,1,1028,57,0,0,0,12,5,livestock,33056,severe,48653,1586,469,436,1786,178.0,152.0,15.4,3.4,2.22,4.73,2.77,0.1122,5.0,0.149,0.782,0.015,0.055,0.2115,1.0,1.0,96434,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009713,TX,highway,semi_truck,67280,1,1.7,1,2148,42,2,0,1,12,10,oversized,291367,moderate,93994,1883,495,406,3119,218.0,187.0,25.8,4.9,0.69,1.35,3.66,0.1158,5.0,0.018,1.175,0.0,0.244,0.233,0.9399,0.9399,520533,1000,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL009714,TX,urban,box_truck,22814,0,0.7,1,462,32,1,1,0,6,22,dry_van,83636,moderate,69142,919,320,216,2955,126.0,87.0,2.0,7.2,2.53,4.0,4.99,0.1371,5.0,0.152,1.432,0.086,-0.226,0.2436,0.5,0.5,297531,1000,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL009715,NY,highway,straight_truck,31296,1,5.7,0,92,40,0,1,0,12,3,general,26850,high,59155,1963,668,501,2237,229.0,181.0,10.8,4.6,3.91,5.04,3.29,0.1167,5.0,0.149,0.722,5.0,0.326,0.21,0.9859,0.9859,477416,250,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL009716,NY,urban,straight_truck,30138,1,5.2,0,222,41,2,0,0,12,3,oversized,85654,high,44778,723,261,165,1700,111.0,58.0,8.9,5.6,1.84,3.58,3.73,0.1535,5.0,0.179,1.205,4.887,0.141,0.1866,0.7463,0.7463,957472,1000,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL009717,TX,urban,pickup,4176,0,0.0,0,2334,53,2,2,0,12,14,general,54674,moderate,26871,381,175,94,1155,55.0,48.0,17.1,5.7,1.14,4.94,4.32,0.1444,5.0,0.147,1.283,0.066,0.107,0.2128,1.0,1.0,482945,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009718,TX,mixed,pickup,5694,0,17.5,1,452,33,0,0,1,6,19,general,121351,moderate,130785,3248,850,720,4528,351.0,69.0,20.3,0.0,1.11,3.48,0.0,0.1081,5.0,0.108,0.07099,0.0,-0.548,0.1688,0.5,0.5,523124,1000,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL009719,CA,long_haul,box_truck,25924,0,4.3,1,657,50,4,1,0,12,6,general,50535,low,14620,360,134,97,686,62.0,43.0,52.1,8.3,3.06,5.05,5.59,0.1722,5.0,0.28,5.0,0.0,-0.525,0.2941,0.4177,0.4177,99279,1000,liability_only,1,2,0,3553,High-Risk,4.788125,8506.1,8506.1
POL009720,GA,urban,box_truck,24138,0,1.7,0,162,48,0,0,0,12,23,general,62079,moderate,28705,713,255,162,1071,97.0,70.0,17.0,2.3,3.33,4.5,1.48,0.136,5.0,0.081,0.57,0.007,-0.296,0.173,0.8201,0.8201,100159,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009721,PA,mixed,pickup,7485,0,3.3,1,2013,48,0,0,0,12,1,livestock,40602,high,37885,619,147,161,1428,71.0,56.0,17.4,5.2,1.73,3.5,3.16,0.1147,5.0,0.0,0.739,0.0,0.618,0.1771,1.0,1.0,95176,1000,combined,1,1,0,2296,Preferred,1.0,2296.0,2296.0
POL009722,FL,urban,pickup,5432,0,0.9,1,597,55,1,0,1,12,8,general,25242,high,78311,2314,590,500,2448,257.0,198.0,6.7,6.8,2.29,2.14,4.91,0.1111,5.0,0.027,1.389,0.047,0.245,0.2429,1.0,1.0,507667,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL009723,GA,highway,box_truck,26644,1,15.3,0,563,45,1,1,1,6,7,general,44345,moderate,39814,561,157,140,1316,79.0,45.0,2.8,6.3,1.91,3.78,4.8,0.1408,5.0,0.128,1.42,1.851,-0.889,0.2238,0.5,0.5,2090068,1000,collision,1,1,0,8811,Standard,2.0,17622.0,17622.0
POL009724,GA,highway,pickup,3766,0,5.7,0,628,36,0,2,1,12,21,general,102373,moderate,24229,496,141,145,815,44.0,62.0,6.3,4.6,1.67,3.06,2.92,0.0887,5.0,0.114,1.068,0.027,-0.401,0.2186,0.9692,0.9692,296048,500,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL009725,CA,urban,straight_truck,35078,1,4.1,1,1130,42,2,1,0,12,2,oversized,111364,low,19874,352,129,105,750,45.0,25.0,26.5,4.7,1.98,3.43,3.27,0.1278,5.0,0.14,0.995,0.0,0.616,0.2236,0.3312,0.3312,488659,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL009726,AZ,mixed,semi_truck,68395,1,4.9,0,169,42,1,0,1,12,17,dry_van,111587,low,92043,1222,362,234,2810,87.0,77.0,36.6,7.9,1.58,3.24,5.8,0.0712,5.0,0.145,1.714,5.0,0.642,0.2761,0.9204,0.9204,312016,500,liability_only,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009727,PA,urban,semi_truck,74825,1,7.8,0,2253,37,1,0,0,3,3,livestock,61613,high,121803,2168,623,546,4706,243.0,218.0,39.2,5.4,1.76,4.45,3.45,0.1121,5.0,0.159,0.903,0.07,-0.566,0.2377,0.25,0.25,50304,250,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL009728,TX,urban,pickup,5325,0,5.7,0,233,27,0,0,0,12,4,general,22865,moderate,53658,886,271,234,2154,129.0,104.0,11.8,1.5,1.8,4.07,1.07,0.1456,5.0,0.191,0.252,0.032,0.751,0.156,1.0,1.0,306648,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009729,TX,mixed,pickup,5715,0,0.7,1,250,44,2,1,1,12,2,oversized,60115,moderate,24987,537,202,104,952,87.0,56.0,5.0,5.7,2.76,3.91,4.34,0.162,5.0,0.076,1.216,0.0,-0.002,0.2245,0.9995,0.9995,508110,500,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL009730,CA,mixed,box_truck,27780,1,6.3,0,53,45,0,1,1,3,1,dry_van,15632,low,63075,1653,444,364,2108,185.0,140.0,22.0,2.8,3.42,3.34,1.77,0.1119,5.0,0.047,0.513,4.372,-0.645,0.1816,0.25,0.25,959007,1000,collision,1,3,0,6329,Preferred,12.0,25316.0,25316.0
POL009731,CA,highway,straight_truck,35435,1,4.8,0,77,42,0,0,0,12,11,dry_van,79088,low,50972,1615,450,404,1857,217.0,149.0,12.5,4.4,2.81,4.06,3.43,0.1344,5.0,0.147,0.918,5.0,-0.325,0.2011,0.8495,0.8495,310309,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009732,GA,highway,van,11258,0,17.1,1,383,43,2,1,1,6,2,dry_van,31925,moderate,22317,371,102,78,912,44.0,29.0,35.4,3.2,1.71,3.44,1.64,0.1186,5.0,0.161,0.516,0.0,-0.965,0.2116,0.5,0.5,1020366,2500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009733,FL,highway,van,13826,0,6.9,0,198,33,1,1,0,12,3,general,62091,high,60323,902,313,270,2444,123.0,108.0,19.3,3.3,1.38,3.53,2.24,0.1364,5.0,0.042,0.693,0.083,0.127,0.16,1.0,1.0,311020,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009734,PA,highway,pickup,7985,0,0.9,1,189,21,1,1,1,3,2,dry_van,31664,high,53242,1067,361,272,2152,132.0,109.0,50.8,4.6,2.7,4.98,3.34,0.1237,5.0,0.289,0.95,0.0,-0.214,0.2876,0.25,0.25,303118,2500,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009735,GA,highway,semi_truck,69799,1,0.1,0,3510,40,1,0,0,12,5,refrigerated,179155,moderate,90183,3006,994,781,3269,373.0,282.0,7.2,4.4,3.07,4.08,3.37,0.1241,5.0,0.108,1.05,0.0,-0.16,0.2384,0.9018,0.9018,312356,500,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL009736,IL,highway,box_truck,24411,0,3.4,0,2105,28,1,2,0,6,7,dry_van,76696,severe,17202,315,99,83,799,42.0,52.0,4.1,4.2,1.9,4.54,2.8,0.1333,5.0,0.13,0.802,0.0,-0.095,0.1696,0.4915,0.4915,296605,2500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009737,GA,mixed,pickup,5598,0,5.8,1,298,46,2,0,1,12,26,general,82172,moderate,29039,632,180,108,989,64.0,59.0,36.6,4.3,2.83,2.57,3.23,0.1013,5.0,0.145,1.057,0.0,-0.84,0.2269,1.0,1.0,983468,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL009738,CA,mixed,box_truck,30452,1,1.3,0,317,32,2,1,1,12,1,dry_van,33055,low,27780,385,101,125,1071,53.0,50.0,18.8,6.1,2.65,3.22,4.32,0.1377,5.0,0.0,1.242,5.0,-0.597,0.2575,0.7937,0.7937,505761,5000,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009739,TX,mixed,semi_truck,65839,1,6.4,0,246,41,1,2,1,12,5,refrigerated,56881,moderate,38276,662,208,150,1448,80.0,71.0,14.7,4.5,1.77,4.81,2.55,0.1208,5.0,0.095,0.74,5.0,-0.49,0.1859,0.3828,0.3828,499180,2500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009740,IL,highway,box_truck,23542,0,8.7,1,1644,39,1,0,0,12,6,general,39110,severe,34576,787,285,215,1268,117.0,86.0,35.6,3.7,2.17,3.37,3.57,0.1487,5.0,0.118,1.078,0.0,1.246,0.2672,0.9879,0.9879,1007617,1000,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009741,CA,highway,semi_truck,69343,1,1.1,0,4,35,1,0,0,12,3,dry_van,22823,low,15361,542,164,122,480,74.0,61.0,2.4,6.8,3.36,2.57,4.76,0.1365,5.0,0.071,1.381,5.0,-0.308,0.2174,0.1536,0.1536,294538,1000,liability_only,0,0,0,0,Standard,0.0,0.0,0.0
POL009742,CA,highway,semi_truck,67503,1,6.2,1,722,52,2,0,1,12,21,hazmat,249337,low,90944,1141,322,253,3026,119.0,124.0,12.6,5.9,1.09,3.42,4.48,0.1043,5.0,0.084,1.354,1.848,-0.652,0.2112,0.9094,0.9094,2059828,1000,comprehensive,1,1,0,8424,Preferred,1.099626,9263.25,9263.25
POL009743,OH,mixed,semi_truck,68773,1,0.2,1,24,31,2,0,1,12,4,hazmat,97444,severe,27105,995,265,223,995,114.0,89.0,12.1,4.1,2.82,3.57,2.63,0.1146,5.0,0.168,0.585,4.661,-1.011,0.1922,0.271,0.271,513538,500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL009744,GA,highway,box_truck,31418,1,0.0,0,1233,21,1,1,0,12,4,oversized,87670,moderate,43013,889,325,283,1952,148.0,117.0,9.3,4.4,1.94,4.1,3.21,0.1665,5.0,0.046,0.91,0.013,0.058,0.1748,1.0,1.0,292967,5000,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL009745,TX,long_haul,straight_truck,32105,1,0.0,1,767,29,0,1,0,12,2,general,9516,moderate,15963,283,101,77,613,14.0,21.0,14.6,8.0,2.65,4.52,6.2,0.0495,5.0,0.117,5.0,0.017,0.207,0.2688,0.266,0.266,291706,2500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009746,GA,mixed,straight_truck,34234,1,4.9,0,303,57,4,4,0,12,8,general,27776,moderate,69723,985,411,349,3768,155.0,116.0,18.1,5.0,3.1,4.72,3.41,0.1574,5.0,0.247,1.026,5.0,0.274,0.2448,1.0,1.0,491938,5000,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL009747,PA,long_haul,van,3525,0,18.0,0,109,39,2,1,1,6,5,dry_van,60584,high,23182,569,159,151,791,80.0,60.0,9.7,6.9,2.32,4.03,4.54,0.1406,5.0,0.167,5.0,0.0,0.548,0.2158,0.5,0.5,288650,1000,combined,1,1,0,12547,Standard,2.0,25094.0,25094.0
POL009748,TX,mixed,pickup,3000,0,7.3,0,1160,52,2,0,1,12,16,general,55766,moderate,41997,718,198,141,1368,78.0,58.0,11.9,6.0,1.86,3.85,4.06,0.1086,5.0,0.101,1.2,0.0,-0.188,0.1679,1.0,1.0,478007,2500,comprehensive,1,1,0,25065,Preferred,1.0,25065.0,25065.0
POL009749,CA,long_haul,semi_truck,72798,1,0.1,0,17,41,2,0,1,12,2,refrigerated,59920,low,24123,654,205,145,846,95.0,62.0,51.8,5.5,2.97,1.8,3.87,0.1453,5.0,0.122,5.0,5.0,0.186,0.2773,0.2412,0.2412,519422,1000,combined,1,5,0,23044,High-Risk,20.729685,95538.97,95538.97
POL009750,TN,mixed,van,13504,0,0.3,1,227,54,1,0,0,12,5,general,21502,moderate,42683,832,273,215,1636,100.0,83.0,11.7,3.6,2.95,4.33,2.62,0.1202,5.0,0.164,0.624,0.0,-0.719,0.1965,1.0,1.0,103958,1000,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL009751,TX,long_haul,straight_truck,33664,1,4.1,1,230,33,1,1,1,3,7,general,30656,moderate,42081,1294,399,315,1439,128.0,112.0,50.6,8.6,3.07,1.89,5.5,0.0989,5.0,0.119,5.0,5.0,0.041,0.3139,0.25,0.25,288368,500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009752,CA,urban,pickup,5081,0,0.0,1,745,45,0,0,1,12,9,general,25362,low,28325,453,173,118,851,41.0,17.0,12.3,2.5,2.1,2.29,1.98,0.0905,5.0,0.034,0.517,0.006,-0.756,0.1882,1.0,1.0,489977,500,comprehensive,1,2,0,10362,Preferred,2.0,10362.0,10362.0
POL009753,NY,urban,straight_truck,34488,1,7.0,0,445,49,2,0,0,12,8,dry_van,110490,high,14524,302,133,88,689,49.0,31.0,1.4,1.5,2.64,4.34,0.77,0.1623,5.0,0.09,0.301,1.694,-0.53,0.1474,0.2421,0.2421,300649,500,comprehensive,1,1,0,11550,Preferred,4.130525,47707.56,47707.56
POL009754,PA,mixed,box_truck,18207,0,1.4,1,278,29,2,2,1,3,37,dry_van,122261,high,47959,730,223,185,1859,89.0,58.0,25.1,6.3,2.63,3.28,4.24,0.1219,5.0,0.202,1.312,0.064,-1.252,0.2678,0.25,0.25,493003,500,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009755,TX,long_haul,semi_truck,70687,1,1.5,1,533,33,0,0,1,12,1,hazmat,47647,moderate,24575,421,88,112,860,49.0,32.0,56.3,9.8,1.06,3.91,7.34,0.1164,5.0,0.247,5.0,1.69,-0.316,0.3283,0.2458,0.2458,305322,1000,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009756,TX,highway,van,5361,0,1.6,0,418,40,2,1,0,12,5,general,22989,moderate,81135,1078,352,299,3319,147.0,97.0,0.9,2.3,2.43,3.77,2.13,0.1364,5.0,0.144,0.617,0.0,-0.816,0.1689,1.0,1.0,499299,1000,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL009757,TX,urban,straight_truck,35382,1,7.4,0,719,47,1,1,0,12,2,dry_van,29940,moderate,16918,382,131,135,675,40.0,44.0,2.9,7.6,2.66,3.78,5.38,0.1047,5.0,0.101,1.705,1.826,0.246,0.2457,0.282,0.282,286344,1000,comprehensive,1,1,0,17078,Standard,3.546099,60560.28,60560.28
POL009758,AZ,mixed,van,3000,0,1.8,0,1862,34,1,0,0,6,1,oversized,34954,low,80872,2921,898,769,3070,350.0,314.0,15.4,6.0,3.41,3.73,4.78,0.1198,5.0,0.135,1.331,0.0,0.052,0.2566,0.5,0.5,1011038,500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009759,TX,mixed,van,6614,0,1.6,0,217,54,0,0,1,12,8,general,60844,moderate,83184,1392,313,271,2498,149.0,95.0,14.9,6.4,0.87,3.78,4.94,0.107,5.0,0.232,1.448,0.0,-0.32,0.2058,1.0,1.0,494194,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009760,NY,highway,pickup,5877,0,4.3,1,664,52,1,0,1,6,12,general,51098,high,73720,1134,286,199,2309,127.0,105.0,3.2,4.6,0.83,4.08,3.91,0.112,5.0,0.103,1.303,0.0,-0.683,0.2009,0.5,0.5,1012817,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL009761,TN,mixed,straight_truck,30714,1,2.8,1,50,42,1,0,1,12,50,general,154051,moderate,52098,845,262,159,1762,107.0,57.0,36.5,5.1,1.69,4.28,3.67,0.1266,5.0,0.198,1.031,5.0,0.156,0.2554,0.8683,0.8683,304154,2500,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009762,CA,long_haul,box_truck,24873,0,15.9,1,1012,47,1,1,1,12,15,oversized,278488,low,15438,442,89,99,592,35.0,56.0,37.9,5.9,2.79,3.29,4.21,0.0792,5.0,0.122,5.0,0.0,-0.101,0.249,0.4411,0.4411,309858,1000,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL009763,AZ,long_haul,semi_truck,72713,1,1.5,0,849,50,2,0,0,12,1,dry_van,21047,low,43275,1489,480,373,1714,155.0,144.0,27.6,11.5,2.64,3.95,8.38,0.1041,5.0,0.102,5.0,0.0,-0.195,0.3155,0.4328,0.4328,512980,1000,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL009764,TN,highway,semi_truck,69926,1,0.0,1,903,50,1,1,1,12,1,hazmat,21796,moderate,29554,742,203,150,1059,87.0,66.0,0.0,5.8,2.68,4.44,4.03,0.1173,5.0,0.028,1.317,0.0,-0.221,0.1991,0.2955,0.2955,494865,1000,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
